HPO,Name,Base term frequency,Propagated frequency
HP:0030717,Meconium peritonitis,0.000128038,0.000128038
HP:0033138,Right atrial thrombus,0.000128038,0.000128038
HP:0041168,Fractured lumbar vertebra,0.000128038,0.000128038
HP:0002668,Paraganglioma,0.000120702,0.000127371
HP:0006376,Limited elbow flexion,0.000122703,0.000127371
HP:0000837,Increased circulating gonadotropin level,9.60E-05,0.000127371
HP:0030338,Abnormal circulating gonadotropin level,0,0.000127371
HP:0011831,Deviated nasal tip,0.000127371,0.000127371
HP:0030083,Salt craving,0.000127371,0.000127371
HP:0410175,Hyperketonemia,0.000127371,0.000127371
HP:0008968,Muscle hypertrophy of the lower extremities,0,0.000126704
HP:0031011,Fatty streak,0.000126704,0.000126704
HP:0003067,Madelung deformity,0.000126037,0.000126037
HP:0003530,Elevated circulating glutaric acid concentration,0.000126037,0.000126037
HP:0100585,Telangiectasia of the skin,3.33E-06,0.000126037
HP:0012286,Abnormal hypothalamus morphology,7.34E-06,0.000126037
HP:0030881,Shoulder impingement,0.000126037,0.000126037
HP:0032026,Anetoderma,0.000126037,0.000126037
HP:0100960,Asymmetric ventricles,0.000126037,0.000126037
HP:0002897,Parathyroid adenoma,0.00012537,0.00012537
HP:0025314,Choroidal nevus,0.00012537,0.00012537
HP:0100697,Neurofibrosarcoma,0.00012537,0.00012537
HP:0500044,Upper eyelid retraction,0.000124037,0.00012537
HP:0004342,Abnormality of galactoside metabolism,0,0.000124703
HP:0003649,Abnormality of glycoside metabolism,0,0.000124703
HP:0000368,"Low-set, posteriorly rotated ears",0.000124703,0.000124703
HP:0000472,Long neck,0.000124703,0.000124703
HP:0000480,Retinal coloboma,0.000105364,0.000124703
HP:0002557,Hypoplastic nipples,0.000124703,0.000124703
HP:0008166,Decreased beta-galactosidase activity,0.000124703,0.000124703
HP:0011068,Odontoma,0.000124703,0.000124703
HP:0020059,Increased red blood cell count,0.000124703,0.000124703
HP:0011573,Hypoplastic tricuspid valve,0.000124037,0.000124037
HP:0040263,Jaw ankylosis,0.000124037,0.000124037
HP:0100522,Thymoma,0.000124037,0.000124037
HP:0002638,Superficial thrombophlebitis,0.00012337,0.00012337
HP:0004729,Acute tubulointerstitial nephritis,0.00012337,0.00012337
HP:0012109,Angle closure glaucoma,0.00012337,0.00012337
HP:0032119,Narrow angle glaucoma,0.00012337,0.00012337
HP:0002753,Thin bony cortex,0.000122703,0.000122703
HP:0033130,Abnormal renal echogenicity,1.13E-05,0.000122703
HP:0008981,Calf muscle hypertrophy,0.000122703,0.000122703
HP:0025546,Abnormal mean corpuscular hemoglobin concentration,6.67E-07,0.000122703
HP:0002645,Wormian bones,0.000122036,0.000122036
HP:0003739,Myoclonic spasms,6.14E-05,0.000122036
HP:0012712,Mild hearing impairment,5.74E-05,0.000122036
HP:0020041,Double elevator palsy,0.000122036,0.000122036
HP:0032632,Renal papillary necrosis,0.000122036,0.000122036
HP:0002792,Reduced vital capacity,0.000121369,0.000121369
HP:0410243,Abnormal circulating IgM level,0,0.000121369
HP:0031370,Small intestinal perforation,0.000121369,0.000121369
HP:0100565,Hydromyelia,0.000121369,0.000121369
HP:0001706,Endocardial fibroelastosis,0.000120702,0.000120702
HP:0001899,Increased hematocrit,0.000120702,0.000120702
HP:0002395,Lower limb hyperreflexia,0.000110699,0.000120702
HP:0008873,Disproportionate short-limb short stature,2.00E-05,0.000120702
HP:0031677,Polymorphic ventricular tachycardia,0.000120702,0.000120702
HP:0031369,Colon perforation,0.000120702,0.000120702
HP:0003025,Metaphyseal irregularity,0.000118702,0.000120035
HP:0004419,Recurrent thrombophlebitis,0.000120035,0.000120035
HP:0005950,Laryngeal web,0.000120035,0.000120035
HP:0008489,Spondylolisthesis at L5-S1,0.000120035,0.000120035
HP:0032217,Indurated nodule,0.000120035,0.000120035
HP:0032253,Eosinophilic granuloma,0.000120035,0.000120035
HP:0100698,Subcutaneous neurofibromas,0.000120035,0.000120035
HP:0004099,Macrodactyly,0.000117368,0.000119369
HP:0001723,Restrictive cardiomyopathy,0.000119369,0.000119369
HP:0004854,Intermittent thrombocytopenia,0.000119369,0.000119369
HP:0010055,Broad hallux,0.000119369,0.000119369
HP:0008780,Congenital bilateral hip dislocation,0.000119369,0.000119369
HP:0012515,Hip flexor weakness,0.000119369,0.000119369
HP:0002216,Premature graying of hair,0.000118702,0.000118702
HP:0005168,Elevated right atrial pressure,0.000118702,0.000118702
HP:0430009,Hypoplasia of eyelid,5.53E-05,0.000118702
HP:0100605,Neoplasm of the larynx,8.00E-06,0.000118702
HP:0011102,Ileal atresia,0.000118702,0.000118702
HP:0030029,Splayed fingers,0.000118702,0.000118702
HP:0001790,Nonimmune hydrops fetalis,0.000118035,0.000118035
HP:0005206,Pancreatic pseudocyst,0.000118035,0.000118035
HP:0002365,Hypoplasia of the brainstem,0.000118035,0.000118035
HP:0007362,Aplasia/Hypoplasia of the brainstem,2.00E-06,0.000118035
HP:0025107,Cutis marmorata telangiectatica congenita,0.000118035,0.000118035
HP:0025402,Square-wave jerks,0.000118035,0.000118035
HP:0004637,Decreased cervical spine mobility,0.000117368,0.000117368
HP:0000514,Slow saccadic eye movements,0.000117368,0.000117368
HP:0006863,Severe expressive language delay,0.000117368,0.000117368
HP:0012095,Multiple joint dislocation,0.000117368,0.000117368
HP:0010810,Long uvula,0.000117368,0.000117368
HP:0011370,Recurrent cutaneous fungal infections,1.33E-06,0.000116701
HP:0003676,Progressive,0.000116701,0.000116701
HP:0001591,Bell-shaped thorax,0.000116701,0.000116701
HP:0005914,Aplasia/Hypoplasia involving the metacarpal bones,1.20E-05,0.000116701
HP:0010453,Pelvic bone asymmetry,0.000116701,0.000116701
HP:0025097,Eyelid myoclonus,0.000116701,0.000116701
HP:0025162,Severe temper tantrums,0.000116701,0.000116701
HP:0003010,Prolonged bleeding time,0.000116034,0.000116034
HP:0005684,Distal arthrogryposis,0.000116034,0.000116034
HP:0001737,Pancreatic cysts,0.000116034,0.000116034
HP:0011904,Persistence of hemoglobin F,0.000116034,0.000116034
HP:0002728,Chronic mucocutaneous candidiasis,9.54E-05,0.000115367
HP:0002495,Impaired vibratory sensation,0.000114701,0.000115367
HP:0007649,Congenital hypertrophy of retinal pigment epithelium,0.000115367,0.000115367
HP:0011512,Hyperpigmentation of the fundus,0,0.000115367
HP:0025547,Decreased mean corpuscular hemoglobin concentration,0.000115367,0.000115367
HP:0020206,Simple ear,0.000115367,0.000115367
HP:0031786,Cogan lid twitch,0.000115367,0.000115367
HP:0032524,Long thumb,0.000115367,0.000115367
HP:0030244,Maternal fever in pregnancy,2.67E-06,0.000115367
HP:0040185,Macrothrombocytopenia,0.000115367,0.000115367
HP:0041246,Fractured sternum,0.000115367,0.000115367
HP:0009803,Short phalanx of finger,3.40E-05,0.000114701
HP:0009088,Speech articulation difficulties,0.000114701,0.000114701
HP:0011350,Mild receptive language delay,0.000114701,0.000114701
HP:0003189,Long nose,0.000114034,0.000114034
HP:0009729,Cardiac rhabdomyoma,0.000114034,0.000114034
HP:0025488,Detrusor sphincter dyssynergia,0.000114034,0.000114034
HP:0001905,Congenital thrombocytopenia,0.000113367,0.000113367
HP:0008905,Rhizomelia,0.0001127,0.000113367
HP:0007108,Demyelinating peripheral neuropathy,0.0001127,0.000113367
HP:0001088,Brushfield spots,0.000113367,0.000113367
HP:0030408,Pineoblastoma,0.000113367,0.000113367
HP:0030432,Chondroblastoma,0.000113367,0.000113367
HP:0002696,Abnormal parietal bone morphology,0,0.0001127
HP:0004751,Paroxysmal ventricular tachycardia,0.0001127,0.0001127
HP:0011622,Inlet ventricular septal defect,0.0001127,0.0001127
HP:0011002,Osteopetrosis,0.0001127,0.0001127
HP:0030245,Intrapartum fever,0.0001127,0.0001127
HP:0006518,Pulmonary venous occlusion,0.000112033,0.000112033
HP:0012582,Bilateral renal dysplasia,0.000112033,0.000112033
HP:0032434,Delayed umbilical cord separation,0.000112033,0.000112033
HP:0003049,Ulnar deviation of the wrist,0.000111366,0.000111366
HP:0008341,Distal renal tubular acidosis,0.000111366,0.000111366
HP:0002002,Deep philtrum,0.000111366,0.000111366
HP:0002135,Basal ganglia calcification,0.000111366,0.000111366
HP:0011298,Prominent digit pad,2.00E-06,0.000111366
HP:0008081,Pes valgus,0.000111366,0.000111366
HP:0011235,Additional crus of antihelix,0,0.000111366
HP:0012446,Decreased CSF 5-methyltetrahydrofolate concentration,0.000111366,0.000111366
HP:0012848,Small intestinal stenosis,2.67E-05,0.000111366
HP:0030947,Conjunctival follicles,9.27E-05,0.000111366
HP:0100015,Stahl ear,0.000111366,0.000111366
HP:0006248,Limited wrist movement,1.20E-05,0.000110699
HP:0000677,Oligodontia,0.000105364,0.000110699
HP:0005765,Sacral meningocele,0.000110032,0.000110032
HP:0005964,Intermittent hypothermia,0.000110032,0.000110032
HP:0000457,Depressed nasal ridge,0.000110032,0.000110032
HP:0001212,Prominent fingertip pads,0.000110032,0.000110032
HP:0012522,Spider hemangioma,0.000110032,0.000110032
HP:0020060,Decreased red blood cell count,0.000110032,0.000110032
HP:0007461,Hemangiomatosis,0.000108032,0.000109366
HP:0002546,Incomprehensible speech,0.000108699,0.000108699
HP:0010462,Aplasia/Hypoplasia of the ovary,0,0.000108699
HP:0011530,Retinal hole,0.000108699,0.000108699
HP:0025508,Gottron's papules,0.000108699,0.000108699
HP:0031723,Secondary esotropia,0.000108699,0.000108699
HP:0040182,Inappropriate sinus tachycardia,0.000108699,0.000108699
HP:0003707,Calf muscle pseudohypertrophy,0.000108032,0.000108032
HP:0030147,Truncal titubation,0.000108032,0.000108032
HP:0002843,Abnormal T cell morphology,1.33E-05,0.000107365
HP:0003194,Short nasal bridge,0.000107365,0.000107365
HP:0001704,Tricuspid valve prolapse,0.000107365,0.000107365
HP:0025331,Upgaze palsy,0.000107365,0.000107365
HP:0030243,Hepatic vein thrombosis,0.000107365,0.000107365
HP:0012165,Oligodactyly,5.33E-05,0.000106698
HP:0000378,Cupped ear,0.000106698,0.000106698
HP:0030159,Cervical polyp,0.000106698,0.000106698
HP:0030171,Perirenal hematoma,0.000106698,0.000106698
HP:0100504,Low levels of vitamin B2,0.000106698,0.000106698
HP:0100622,Maternal seizure,0.000106698,0.000106698
HP:0010834,Trophic changes related to pain,0.000106031,0.000106031
HP:0004812,B Acute Lymphoblastic Leukemia,0.000106031,0.000106031
HP:0025074,Abnormal QRS complex,4.00E-06,0.000106031
HP:0000854,Thyroid adenoma,0.000104698,0.000106031
HP:0031656,Systolic anterior motion of the mitral valve,0.000106031,0.000106031
HP:0000557,Buphthalmos,0.000105364,0.000105364
HP:0007002,Motor axonal neuropathy,0.000105364,0.000105364
HP:0011089,Double tooth,3.40E-05,0.000105364
HP:0025643,Tarlov cyst,0.000105364,0.000105364
HP:0000674,Anodontia,0.000104698,0.000104698
HP:0000798,Oligospermia,0.000104698,0.000104698
HP:0006829,Severe muscular hypotonia,0.000104698,0.000104698
HP:0100019,Cortical cataract,0.000104031,0.000104698
HP:0011642,Abnormal coronary sinus morphology,6.67E-06,0.000104698
HP:0011774,Thyroid follicular adenoma,0.000104698,0.000104698
HP:0010926,Aculeiform cataract,0.000104698,0.000104698
HP:0032557,History of bone marrow transplant,0.000104698,0.000104698
HP:0031354,Sleep onset Insomnia,0.000104698,0.000104698
HP:0100626,Chronic hepatic failure,0.000104698,0.000104698
HP:0002639,Budd-Chiari syndrome,0.000104031,0.000104031
HP:0003200,Ragged-red muscle fibers,0.000104031,0.000104031
HP:0002211,White forelock,0.000104031,0.000104031
HP:0005248,Intrahepatic biliary atresia,0.000104031,0.000104031
HP:0410021,Musty odor,0.000104031,0.000104031
HP:0002930,Impaired sensitivity to thyroid hormone,0.000103364,0.000103364
HP:0000437,Depressed nasal tip,0.000103364,0.000103364
HP:0006089,Palmar hyperhidrosis,6.14E-05,0.000103364
HP:0005310,Large vessel vasculitis,0.000103364,0.000103364
HP:0030742,Glial remnants posterior to lens,0.000103364,0.000103364
HP:0012843,Hair follicle neoplasm,6.00E-06,0.000103364
HP:0031834,Aortopulmonary collateral arteries,0.000103364,0.000103364
HP:0100594,Esophageal web,0.000103364,0.000103364
HP:0002850,Decreased circulating total IgM,0.000102697,0.000102697
HP:0003306,Spinal rigidity,0.000102697,0.000102697
HP:0005850,Congenital talipes calcaneovalgus,0.000102697,0.000102697
HP:0009103,Aplasia/Hypoplasia involving the pelvis,0,0.000102697
HP:0012421,Congenital absence of foreskin,0.000102697,0.000102697
HP:0007651,Ectropion of lower eyelids,0.00010203,0.00010203
HP:0011318,Bicoronal synostosis,0.00010203,0.00010203
HP:0008724,Hypoplasia of the ovary,2.00E-06,0.00010203
HP:0010524,Agnosia,4.40E-05,0.00010203
HP:0010627,Anterior pituitary hypoplasia,0.00010203,0.00010203
HP:0032388,Periventricular nodular heterotopia,0.00010203,0.00010203
HP:0500042,Latent hypermetropia,0.00010203,0.00010203
HP:0012880,Abnormality of the labia minora,0,0.000101363
HP:0011709,Atrioventricular dissociation,0.000101363,0.000101363
HP:0011509,Macular hyperpigmentation,0.000101363,0.000101363
HP:0011846,Osteoblastoma,0.000101363,0.000101363
HP:0011111,Abnormality of immune serum protein physiology,0,0.000101363
HP:0032619,Perinephric abscess,0.000101363,0.000101363
HP:0031226,Perinephric fluid collection,0.000101363,0.000101363
HP:0002656,Epiphyseal dysplasia,0.000100696,0.000100696
HP:0000169,Gingival fibromatosis,0.000100696,0.000100696
HP:0003328,Abnormal hair laboratory examination,0,0.000100696
HP:0001976,Reduced antithrombin III activity,0.000100696,0.000100696
HP:0007988,Macular hypopigmentation,0.000100696,0.000100696
HP:0010717,Osseous syndactyly of toes,0.000100696,0.000100696
HP:0031142,Abnormal hepatic echogenicity,3.33E-06,0.000100696
HP:0004719,Hyperechogenic kidneys,0.00010003,0.00010003
HP:0000394,Lop ear,0.00010003,0.00010003
HP:0000446,Narrow nasal bridge,0.00010003,0.00010003
HP:0000466,Limited neck range of motion,0.00010003,0.00010003
HP:0000526,Aniridia,0.00010003,0.00010003
HP:0008660,Renotubular dysgenesis,0.00010003,0.00010003
HP:0010464,Streak ovary,0.00010003,0.00010003
HP:0025607,Upper eyelid entropion,0.00010003,0.00010003
HP:0030237,Hand muscle weakness,9.54E-05,9.94E-05
HP:0010049,Short metacarpal,5.00E-05,9.94E-05
HP:0005562,Multiple renal cysts,9.94E-05,9.94E-05
HP:0010961,Intralobar sequestration,9.94E-05,9.94E-05
HP:0030854,Scleral staphyloma,9.94E-05,9.94E-05
HP:0012801,Narrow jaw,9.94E-05,9.94E-05
HP:0006251,Limited wrist extension,9.87E-05,9.87E-05
HP:0012124,Intermediate uveitis,9.87E-05,9.87E-05
HP:0010871,Sensory ataxia,9.87E-05,9.87E-05
HP:0011840,Abnormality of T cell physiology,0,9.80E-05
HP:0004898,Persistent lactic acidosis,9.80E-05,9.80E-05
HP:0000637,Long palpebral fissure,9.80E-05,9.80E-05
HP:0011113,Abnormality of cytokine secretion,0,9.80E-05
HP:0031088,Vaginal dryness,9.80E-05,9.80E-05
HP:0000013,Hypoplasia of the uterus,9.74E-05,9.74E-05
HP:0100267,Lip pit,9.74E-05,9.74E-05
HP:0009130,Hand muscle atrophy,6.34E-05,9.74E-05
HP:0003811,Neonatal death,9.74E-05,9.74E-05
HP:0003908,Corner fracture of metaphysis,9.74E-05,9.74E-05
HP:0004900,Severe lactic acidosis,9.74E-05,9.74E-05
HP:0007149,Distal upper limb amyotrophy,0,9.74E-05
HP:0009129,Upper limb amyotrophy,0,9.74E-05
HP:0002444,Hypothalamic hamartoma,9.74E-05,9.74E-05
HP:0007301,Oromotor apraxia,9.74E-05,9.74E-05
HP:0033041,Cytokine storm,9.74E-05,9.74E-05
HP:0033150,Anorectal abscess,9.74E-05,9.74E-05
HP:0041115,Fractured right clavicle,9.74E-05,9.74E-05
HP:0200151,Cutaneous mastocytosis,9.74E-05,9.74E-05
HP:0004839,Pyropoikilocytosis,9.67E-05,9.67E-05
HP:0000757,Lack of insight,9.67E-05,9.67E-05
HP:0008112,Plantar flexion contractures,9.67E-05,9.67E-05
HP:0009718,Subependymal giant-cell astrocytoma,9.67E-05,9.67E-05
HP:0011801,Enlargement of parotid gland,9.67E-05,9.67E-05
HP:0041073,Fractured thoracic vertebra,9.67E-05,9.67E-05
HP:0004502,Bilateral choanal atresia,9.60E-05,9.60E-05
HP:0003570,Molybdenum cofactor deficiency,9.60E-05,9.60E-05
HP:0100854,Aplasia of the musculature,2.67E-06,9.60E-05
HP:0000253,Progressive microcephaly,9.60E-05,9.60E-05
HP:0003953,Absent forearm bone,6.67E-07,9.60E-05
HP:0009822,Aplasia involving forearm bones,6.67E-07,9.60E-05
HP:0033079,Aplasia/Hypoplasia of the thyroid gland,0,9.60E-05
HP:0025248,Eruptive vellus hair cyst,9.60E-05,9.60E-05
HP:0030816,Gingival recession,9.60E-05,9.60E-05
HP:0031607,Pelvic organ prolapse,8.00E-06,9.60E-05
HP:0031660,Loud first heart sound,9.60E-05,9.60E-05
HP:0030214,Hypersexuality,9.60E-05,9.60E-05
HP:0030453,Abnormal visual electrophysiology,0,9.54E-05
HP:0002000,Short columella,9.54E-05,9.54E-05
HP:0007281,Developmental stagnation,9.54E-05,9.54E-05
HP:0001132,Lens subluxation,9.54E-05,9.54E-05
HP:0012506,Small pituitary gland,9.47E-05,9.54E-05
HP:0003819,Death in childhood,9.47E-05,9.47E-05
HP:0000884,Prominent sternum,9.47E-05,9.47E-05
HP:0011839,Abnormal T cell count,1.33E-06,9.47E-05
HP:0007807,Optic nerve compression,9.47E-05,9.47E-05
HP:0012620,Cloacal abnormality,3.33E-05,9.47E-05
HP:0033125,Follicular lymphoma,9.47E-05,9.47E-05
HP:0002085,Occipital encephalocele,9.40E-05,9.40E-05
HP:0011531,Vitritis,6.20E-05,9.40E-05
HP:0010516,Thymus hyperplasia,9.40E-05,9.40E-05
HP:0031526,Subretinal fluid,9.40E-05,9.40E-05
HP:0031691,Severe viral infection,7.94E-05,9.40E-05
HP:0002605,Hepatic necrosis,5.60E-05,9.34E-05
HP:0001572,Macrodontia,8.20E-05,9.34E-05
HP:0001231,Abnormal fingernail morphology,1.13E-05,9.34E-05
HP:0000703,Dentinogenesis imperfecta,9.07E-05,9.34E-05
HP:0010299,Abnormality of dentin,0,9.34E-05
HP:0005435,Impaired T cell function,9.34E-05,9.34E-05
HP:0009896,Abnormality of the antitragus,6.67E-07,9.34E-05
HP:0025118,Lip discoloration,9.34E-05,9.34E-05
HP:0025240,Preretinal hemorrhage,8.14E-05,9.34E-05
HP:0010962,Extralobar sequestration,9.34E-05,9.34E-05
HP:0012787,Recurrent pyelonephritis,9.34E-05,9.34E-05
HP:0025518,Visual gaze preference,9.34E-05,9.34E-05
HP:0031141,Increased hepatic echogenicity,9.34E-05,9.34E-05
HP:0100778,Cryoglobulinemia,9.34E-05,9.34E-05
HP:0000051,Perineal hypospadias,9.27E-05,9.27E-05
HP:0006285,Hypomineralization of enamel,1.13E-05,9.27E-05
HP:0006555,Diffuse hepatic steatosis,9.27E-05,9.27E-05
HP:0005403,T lymphocytopenia,8.00E-05,9.27E-05
HP:0025113,Misophonia,9.27E-05,9.27E-05
HP:0001664,Torsade de pointes,9.20E-05,9.20E-05
HP:0001949,Hypokalemic alkalosis,2.13E-05,9.20E-05
HP:0025222,Triggered by sleep deprivation,9.20E-05,9.20E-05
HP:0000024,Prostatitis,9.14E-05,9.14E-05
HP:0002909,Generalized aminoaciduria,9.14E-05,9.14E-05
HP:0004905,Low levels of vitamin A,9.14E-05,9.14E-05
HP:0008372,Abnormality of vitamin A metabolism,0,9.14E-05
HP:0002191,Progressive spasticity,7.80E-05,9.14E-05
HP:0007716,Uveal melanoma,8.34E-05,9.14E-05
HP:0008593,Prominent antitragus,9.14E-05,9.14E-05
HP:0030584,Color vision test abnormality,6.67E-07,9.14E-05
HP:0410269,Labial hemangioma,9.14E-05,9.14E-05
HP:0001810,Dystrophic toenail,9.07E-05,9.07E-05
HP:0011663,Right ventricular cardiomyopathy,9.07E-05,9.07E-05
HP:0030585,Red desaturation,9.07E-05,9.07E-05
HP:0033098,Increased urinary non-proteinogenic amino acid level,0,9.00E-05
HP:0004870,Chronic hemolytic anemia,9.00E-05,9.00E-05
HP:0031287,Seborrheic keratosis,9.00E-05,9.00E-05
HP:0100645,Cystocele,9.00E-05,9.00E-05
HP:0000242,Parietal bossing,8.94E-05,8.94E-05
HP:0000723,Restrictive behavior,8.94E-05,8.94E-05
HP:0031784,Abnormal ascending aorta morphology,6.67E-07,8.94E-05
HP:0007030,Nonprogressive encephalopathy,1.13E-05,8.94E-05
HP:0011457,Loss of eyelashes,8.94E-05,8.94E-05
HP:0011578,Transitional atrioventricular canal defect,8.94E-05,8.94E-05
HP:0011613,Interrupted aortic arch type B,8.94E-05,8.94E-05
HP:0010747,Medial flaring of the eyebrow,8.94E-05,8.94E-05
HP:0012769,Abnormal arm span,6.67E-06,8.94E-05
HP:0041116,Fractured left clavicle,8.94E-05,8.94E-05
HP:0100014,Epiretinal membrane,8.94E-05,8.94E-05
HP:0009918,Ectopia pupillae,8.87E-05,8.87E-05
HP:0003974,Absent radius,8.80E-05,8.80E-05
HP:0001833,Long foot,8.80E-05,8.80E-05
HP:0009832,Abnormal distal phalanx morphology of finger,0,8.80E-05
HP:0012767,Abnormal placental size,0,8.80E-05
HP:0200102,Sparse or absent eyelashes,6.67E-07,8.80E-05
HP:0011526,Abnormality of lens shape,0,8.80E-05
HP:0031923,Hematocolpos,8.80E-05,8.80E-05
HP:0100867,Duodenal stenosis,8.80E-05,8.80E-05
HP:0002612,Congenital hepatic fibrosis,8.74E-05,8.74E-05
HP:0008163,Decreased circulating cortisol level,8.74E-05,8.74E-05
HP:0011516,Achromatopsia,8.74E-05,8.74E-05
HP:0011711,Left anterior fascicular block,8.74E-05,8.74E-05
HP:0005991,Limited neck flexion,8.67E-05,8.67E-05
HP:0000375,Abnormal cochlea morphology,2.00E-06,8.67E-05
HP:0012725,Cutaneous syndactyly,6.27E-05,8.67E-05
HP:0031953,Cautious gait,8.67E-05,8.67E-05
HP:0031225,Intrapulmonary shunt,8.67E-05,8.67E-05
HP:0045049,Abnormal DLCO,1.33E-05,8.67E-05
HP:0001705,Right ventricular outlet tract obstruction,8.60E-05,8.60E-05
HP:0200020,Corneal erosion,7.34E-05,8.60E-05
HP:0005155,Ventricular escape rhythm,8.60E-05,8.60E-05
HP:0002599,Head titubation,8.60E-05,8.60E-05
HP:0012235,Drug-induced agranulocytosis,8.60E-05,8.60E-05
HP:0012508,Metamorphopsia,8.60E-05,8.60E-05
HP:0030221,Sweet craving,8.60E-05,8.60E-05
HP:0010760,Absent toe,4.67E-05,8.54E-05
HP:0000512,Abnormal electroretinogram,7.14E-05,8.54E-05
HP:0011416,Placental infarction,8.54E-05,8.54E-05
HP:0009717,Cortical tubers,8.54E-05,8.54E-05
HP:0025317,Cubitus varus,8.54E-05,8.54E-05
HP:0040047,Abnormal right hemidiaphragm morphology,2.00E-06,8.54E-05
HP:0032397,Citrullinuria,8.54E-05,8.54E-05
HP:0100556,Hemiatrophy,8.34E-05,8.54E-05
HP:0002209,Sparse scalp hair,8.34E-05,8.47E-05
HP:0004804,Congenital hemolytic anemia,8.47E-05,8.47E-05
HP:0001958,Nonketotic hypoglycemia,8.47E-05,8.47E-05
HP:0007100,Progressive ventriculomegaly,8.47E-05,8.47E-05
HP:0001142,Lenticonus,8.47E-05,8.47E-05
HP:0100630,Neoplasia of the nasopharynx,3.73E-05,8.47E-05
HP:0031931,Ocular flutter,8.47E-05,8.47E-05
HP:0031984,Esophageal food impaction,8.47E-05,8.47E-05
HP:0002655,Spondyloepiphyseal dysplasia,8.40E-05,8.40E-05
HP:0001403,Macrovesicular hepatic steatosis,8.40E-05,8.40E-05
HP:0001964,Aplasia/Hypoplasia of metatarsal bones,0,8.40E-05
HP:0005134,Absence of the pulmonary valve,8.34E-05,8.40E-05
HP:0005145,Coronary artery stenosis,8.40E-05,8.40E-05
HP:0007648,Punctate cataract,6.67E-07,8.40E-05
HP:0009466,Radial deviation of finger,1.33E-06,8.40E-05
HP:0031595,Abnormal P wave,1.53E-05,8.40E-05
HP:0032592,Aplasia of the right hemidiaphragm,8.40E-05,8.40E-05
HP:0032944,Alkaline urine,8.40E-05,8.40E-05
HP:0040298,Hyperplasia of the endometrium,8.40E-05,8.40E-05
HP:0041244,Fractured scapula,8.40E-05,8.40E-05
HP:0003031,Ulnar bowing,8.34E-05,8.34E-05
HP:0000912,Sprengel anomaly,8.34E-05,8.34E-05
HP:0011317,Right unicoronal synostosis,8.34E-05,8.34E-05
HP:0009920,Nevus of Ota,8.34E-05,8.34E-05
HP:0032120,Abnormal peripheral nervous system physiology,0,8.34E-05
HP:0032121,Froment sign,8.34E-05,8.34E-05
HP:0006262,Aplasia/Hypoplasia of the 5th finger,6.67E-07,8.27E-05
HP:0006744,Adrenocortical carcinoma,8.27E-05,8.27E-05
HP:0006859,Posterior leukoencephalopathy,8.27E-05,8.27E-05
HP:0011466,Aplasia/Hypoplasia of the gallbladder,6.67E-07,8.27E-05
HP:0011483,Anterior synechiae of the anterior chamber,8.27E-05,8.27E-05
HP:0009879,Simplified gyral pattern,8.27E-05,8.27E-05
HP:0030658,Marginal umbilical cord insertion,8.27E-05,8.27E-05
HP:0009237,Short 5th finger,7.67E-05,8.20E-05
HP:0010743,Short metatarsal,4.40E-05,8.20E-05
HP:0012771,Increased arm span,8.20E-05,8.20E-05
HP:0025533,Peau d'orange,8.20E-05,8.20E-05
HP:0000625,Eyelid coloboma,8.07E-05,8.14E-05
HP:0006844,Absent patellar reflexes,8.14E-05,8.14E-05
HP:0011085,Hypomature dental enamel,8.14E-05,8.14E-05
HP:0030948,Elevated gamma-glutamyltransferase level,8.14E-05,8.14E-05
HP:0030002,Nocturnal lagophthalmos,8.14E-05,8.14E-05
HP:0030150,Plasmacytosis,8.14E-05,8.14E-05
HP:0000179,Thick lower lip vermilion,8.07E-05,8.07E-05
HP:0000444,Convex nasal ridge,8.07E-05,8.07E-05
HP:0011571,Parachute mitral valve,8.07E-05,8.07E-05
HP:0025523,Abnormal morphology of the chordae tendinae of the mitral valve,0,8.07E-05
HP:0100884,Compensatory scoliosis,8.07E-05,8.07E-05
HP:0004554,Generalized hypertrichosis,8.00E-05,8.00E-05
HP:0012841,Retinal vascular tortuosity,7.27E-05,8.00E-05
HP:0009721,Shagreen patch,8.00E-05,8.00E-05
HP:0012123,Posterior uveitis,8.00E-05,8.00E-05
HP:0040324,Heliotrope rash,8.00E-05,8.00E-05
HP:0025534,Ocular melanocytosis,8.00E-05,8.00E-05
HP:0030329,Retinal thinning,8.00E-05,8.00E-05
HP:0030357,Small cell lung carcinoma,8.00E-05,8.00E-05
HP:0000053,Macroorchidism,7.94E-05,7.94E-05
HP:0011496,Corneal neovascularization,7.94E-05,7.94E-05
HP:0009719,Hypomelanotic macule,7.27E-05,7.94E-05
HP:0012467,Acute respiratory acidosis,7.94E-05,7.94E-05
HP:0004319,Decreased circulating aldosterone level,7.87E-05,7.87E-05
HP:0003717,Minimal subcutaneous fat,7.87E-05,7.87E-05
HP:0010548,Percussion myotonia,7.87E-05,7.87E-05
HP:0001093,Optic nerve dysplasia,7.87E-05,7.87E-05
HP:0007464,Sparse facial hair,7.87E-05,7.87E-05
HP:0031805,Intraretinal hemorrhage,7.54E-05,7.87E-05
HP:0045051,Decreased DLCO,7.87E-05,7.87E-05
HP:0430007,Symblepharon,7.87E-05,7.87E-05
HP:0006433,Radial dysplasia,5.74E-05,7.80E-05
HP:0002268,Paroxysmal dystonia,7.80E-05,7.80E-05
HP:0007069,Profound static encephalopathy,7.80E-05,7.80E-05
